"fileid","artist","album","song","length","isrc","label","explicit","spotify_url","upc"
"4e033f1e99968e0f6500008a","ShockOne ft. Phetsta","daftwho.com","Crucify Me (Part 2)","388","","","","",""
"4ddd25e3845daf51140000ef","Tittsworth, Alvin Risk","Two Strokes Raw","Pendejas - Original Mix","281","","","","",""
"4e2da32599968e639300ec69","Puga","Dubcomusic.com","Sabina (Four Four Bass Remix - Nadastrom Moombahton edit)","263","","","","",""
"4ddbceed845daf626d000027","Stanton Warriors","Turn Me Up Some","Turn Me Up Some - Extended Mix","249","","","","",""
"4ddbc4cc845daf626d000016","Elite Force","The Law Of Life (Remixes #2)","The Law Of Life - The Loops Of Fury Remix","366","","","","",""
"4de9093c845daf4eb50003ce","Feed Me","To The Stars","Pink Lady - Original Mix","303","","","","spotify:track:4r7fvfb1I1ZPQEvtwvr427",""
"4e0c7bb399968e58ef002b52","Dodge & Fuski","","Guetta-step","281","","","","",""
"4ddbc440845daf626d000012","Roofii-O","WMC Noiseporn Noisemakers 2011","StattiAcrobatti - Original Mix","447","","","","spotify:track:39D7w7Lv5s4KuU6ubiAYu7",""
"4decc281845daf200600005a","Hypster","The Neon Uprising","The Uprising - Original Mix","360","","","","",""
"4e02a0e899968e712d000dfd","Trolley Snatcha","www.thethunderdome.devhub.com","Bigman Vulture","247","","","","",""
"4e2ce6e599968e639800e180","Megaclown","","Party Time","250","","","","",""
"513900399f81f3147362adb6","Noisia","Split The Atom: Special Edition","Alpha Centauri (Excision & Datsik Remix)","290","NLCK41004427","Mau5trap","False","spotify:track:1Kxi2wiE5ajvGPYMRs8hwS","0883958009765"
"4e0b6e0199968e58e6001bc0","BARE","The Dubstep Kollection","Rocks VIP","302","","","","",""
"4e0a049d99968e58ea000789","Ajapai","Incoming... EP","Incoming... VIP","265","","","","",""
"4e14662499968e76000015d1","Ellie Goulding","www.freshnewtracks.com","Starry Eyed (Minnesota Remix)","353","","","","",""
"4e051c4a99968e49e6000077","Adroa & Ajapai","Decimation EP","Decimation","281","","","","spotify:track:4TIB6rJy4GR4Z3iNMROGRh",""
"4e0c203499968e58d800297b","Bare","http://dubstrash.blogspot.com/","Lateral","361","","","","",""
"4df95c689021682bc4000040","Excision & Downlink","","Heavy Artillery (Skism Remix)","155","","","","spotify:track:5NB0YRfjPgkhSajgadRyaC",""
"51220dfb9f81f31ed7ff93dd","Flux Pavilion","Lines In Wax EP","I Can't Stop","303","GBQZQ1000193","Circus","False","spotify:track:03EuhmMsEHVFI9ytainStU","5055312509937"
"4e2dd1d399968e638800f1c9","MK_Ultra","","Standing Still","214","","","","",""
"4e05dafb99968e49fe00083a","Culprate","Dubstep Onslaught","Airline (original mix)","386","","","","spotify:track:6edB4OIC66zixYjP83qjFB",""
"512055479f81f31ed7d75a7e","Spor","UKF: Bass Culture","Pacifica","346","GB2LD0900883","UKF Music","False","spotify:track:4FatAEv8cXhI7vbhQygBZx","5055199503813"
"4e32e28d99968e56a60016e6","Rival","[ELECTROKILL.INFO]","lock off the rave (darkelixir remix)","217","","","","spotify:track:3yvlS8uR6V4MgHOITzDPoG",""
"4e0044e399968e02f3000045","Stephan Jacobs & NiT GriT","Pizza Party","Don't Stop","247","","","","",""
"4e032a4399968e712e00145d","Chaosphere & Datsik","Eradicate EP","Eradicate","255","","","","spotify:track:4dtoyEqCebjiGYdoqdvNe3",""
"4deaf769845daf48040004c8","SubVibe","","Damage","290","","","","spotify:track:6l4b1XQZzSEO7kqHMXXuv1",""
"4e013a7099968e4305000496","Datsik","The Dubstep Kollection","Hydraulic","295","","","","spotify:track:5yFxWCCFJXg9WirMDLgws5",""
"4de98499845daf47fe00016a","Dodge & Fuski","Come Again EP","Come Again - Original Mix","283","","","","",""
"513441b1cf683a76c53f1230","BT","In Trance We Trust, Vol. 15","Every Other Way (Armin Van Buuren Remix)","493","NLE710930003","In Trance We Trust","False","spotify:track:3N4gOP8noFPIOU9MJUuhP5","8715197031523"
"512059e59f81f31ed7d7eaf7","Ajapai","Detected EP","Brain","306","GBSVH1099835","Rottun Recordings","False","spotify:track:1XJbYYgSo1MAsv6GdRDUnh","5050909910561"
"4e35a04d99968e56a000419e","Megaclown","","OMG","212","","","","",""
"4e2fdf0899968e3f0e0021d6","Tim Ismag, Ibenji, Crytek","New Blood Of Dubstep Volume 2","Discovery - Original Mix","261","","","","spotify:track:6yTqDp9eN7CkqjiPy8CnQQ",""
"4e38281099968e5698006c13","Getter & F3Tch","[ELECTROKILL.INFO]","Lower Level","242","","","","",""
"4e382ff199968e56a3006d38","Nerd Rage!","[ELECTROKILL.INFO]","One Moar Step (Original Mix)","316","","","","",""
"4e1d8cb799968e6fc2002bdd","T.O.B.","","Decoy (illGates + Dov_Remix)","263","","","","spotify:track:7FKgmF8siGS6aqsVetBxRN",""
"4e08d1eb99968e6f110004b0","Far Too Loud","","Wake Up LA (Original Mix)","356","","","","spotify:track:1t5DfZNUGL6Hsk5y1YDOsY",""
"512054d29f81f31ed7d7484d","The Future Sound of London","Accelerator Deluxe","Papua New Guinea (Dub Mix)","80","USA370578059","Hypnotic Records","False","spotify:track:09Mc2GXhQ0KS6300Fv4zso","803680207659"
"4e3b54ed99968e568e00acad","Eric Clapton","","Cocaine (Sluggo & Nerd Rage Party Harder MIX)","234","","","","",""
"4e381d7499968e56a0006af7","Crizzly","","Lifted","258","","","","",""
"4e32fc6199968e56a000198f","Distantt","Rock This","Rock This (Original Mix)","320","","","","",""
"4e3d7a0399968e56a000d014","Mord Fustang","","The Electric Dream (Vodge Diper Remix)","322","","","","",""
"4e38280a99968e5694006c59","Getter","[ELECTROKILL.INFO]","Gruesome","338","","","","",""
"4e0a04ae99968e58db000780","Butterfly Crash","Bilateral","Bilateral (Original Mix)","461","","","","spotify:track:3Okmb5YMA9OqtVRvNbP2Ci",""
"4ddd0eb1845daf626d0002f8","Feed Me","The Spell/Raw Chicken","The Spell - Original Mix","285","","","","",""
"4ddd1d55845daf626d000305","Duck Sauce","Barbra Streisand","Barbra Streisand (Sigma Mix)","260","","","","",""
"512055479f81f31ed7d75a80","Danny Byrd","We Can Have It All  EP","We Can Have It All (Koan Sound Remix)","281","GBCJY1017704","Hospital Records","False","spotify:track:1Jz4iURWzbNqjOSw7kdi0t","5060208840490"
"4e0f664f99968e51e6001117","Dr Philth","[ELECTROKILL.INFO]","Ignite","274","","","","",""
"512051ff9f81f31ed7d6dc52","Nit Grit","Pedro The Destroyer","Pedro the Destroyer","279","GBMWX0900053","Xenophorm Records","False","spotify:track:74zJvzVuqE1CP42WUz4uVv","4250444706044"
"4e037c4299968e0f61000470","Equalizers/Illa Man","The Illness / Emetic","The Illness (Noisses Remix)","314","","","","",""
"4e22a08b99968e026a0024ab","Megaclown","","Snake","293","","","","",""
"4e08efb599968e6f09000699","12th Planet & SPL","[ELECTROKILL.INFO]","Lootin' 92","246","","","","",""
"4dfae66799968e67350000b3","Borgore, Adi Ulmansky","Delicious EP","Someone Elses - Document One Remix","373","","","","spotify:track:0kuYj32WpFul4e2BReFRFF",""
"512069ca9f81f31ed7da0c2f","A- Team","145 street","Yottabyte","516","IL4061003048","Nutek Records","False","spotify:track:5CjHTImBjpkKqBJEmSA5bA","4560277149063"
"512073f89f81f31ed7db5d50","Torqux and Twist","Unleashed EP","G7","265","GBSVH1199806","Rottun Recordings","False","spotify:track:0n425pzryk2DkLLF8dOegJ","5050909911469"
"4dfe140599968e01f0000203","Atomic Drop","Night Of The Living Bass EP","Night Of The Living Bass (Original Mix)","267","","","","spotify:track:6dGTBVC7vkTPgiwpQI48Pg",""
"4e3d8ad399968e56a000d0e2","Froidz","","Finally (Mord Fustang Remix)","274","","","","spotify:track:3PVUAsq9AI95krYYj4rC0p",""
"4e3632ad99968e56a0004c95","Distantt","","Underworld (Orignial Mix)","373","","","","",""
"4e458f6599968e481c002e37","Dumbo","this is FANATICAL","Pink Elephants (Cottonmouth Remix)","331","","","","",""
"4e16986a99968e75fd003561","SubVibe & Fuzion","","30 Million","277","","","","",""
"4e08f68499968e6ef70006fa","Sekklow","High Rankin presents This Is Suicide Dub Volume 1","Be Alright (original mix)","296","","","","spotify:track:3fFkLSgQvc7AStXAExf14n",""
"4e2afa9f99968e639000b818","Phear Phace","Farmville EP","Rambo (VIP Mix)","306","","","","spotify:track:3jUGYqd5KLxMch4fif1IvK",""
"4e0105d799968e4304000205","SKisM","Down With The Kids EP","Power","242","","","","spotify:track:0Pe1XwDz6KtFGY3cks6V0K",""
"4df5ce5a99968e3699000001","Flux Pavilion","http://dubstep-remixes.com","Bass Cannon (Zomboy Remix)","230","","","","",""
"4e2b1d5599968e639300ba28","Virtual Riot","","Dreamstep","216","","","","",""
"513450470f812c66d99010bc","Flux Pavilion","Circus One presented by Doctor P and Flux Pavilion","Got 2 Know","350","GBQZQ0901673","Circus Records","False","spotify:track:2JPxMMWWLPz50bLqdfxgjg","5055199503561"
"4e49ca9899968e480e006c3b","The Freestylers feat Joshua Steele","","Frozen - Cookie Monsta Remix","290","","","","",""
"4e32f30999968e568e0018af","Skit","daftwho.com","Check This","288","","","","",""
"4df6fe7099968e669f000000","Xilent","Choose Me EP","Choose Me II - Original Mix","267","","","","spotify:track:7b4xgWgUetYyYFA4RPE4SB",""
"4dfa8c3b99968e7d8c0000f2","The Frim & Rehl","Subsonic Warfare Vol 1","Poor Tall","288","","","","",""
"4dfa579999968e7d85000035","Unknown","-_artMkiss 2011_-","Untitled","231","","","","",""
"4e189cdb99968e75e9004b55","Zimo","Earth Is Under Attack / Megashark","Earth Is Under Attack - Original Mix","285","","","","spotify:track:7H80xRMUv7q8NYlRtsvReE",""
"4e2afa8699968e639800b817","Losers (Feat. Riz MC & Envy)","Svento-Beatz.com - Stay Tuned! Stay In The Hype!","Flush (Skism Remix)","288","","","","",""
"4e05115799968e05720008dc","Omega","","DADstep","192","","","","spotify:track:7ERgtrdyoQcUmkIu3OJZYu",""
"4e228ad299968e02580023e0","Jennifer Rostock","Mein Mikrofon WEB","Mein Mikrofon (J. Rabbit Remix)","324","DEA621100309","WM Germany","","spotify:track:1aRQLh1UFXTsF3t19uXuud",""
"4e24f62999968e6388001a44","Omnitica","Xenosphere","Goodbye (feat. Paulina Westlund)","395","","","","spotify:track:7c4mPy3vTjkPECK2VTxaXT",""
"4e2f485699968e3f0e0012d3","Unknown","","Untitled","331","","","","",""
"4de1c760845daf03e400014b","Feed Me","Feed Me's Big Adventure","Blood Red (Original Mix)","351","","","","spotify:track:7usbPC0r2Scsv768oP5Uma",""
"4df735c19021685f69000000","Figure","","The Werewolf (Dubstep Mix)","346","","","","",""
"4dfbb1469021681db0000511","Datsik","EGO3684CDM","Animale (Datsik Remix)","246","","","","spotify:track:3RIhDrpZlMxlj6Dn3Ew5B7",""
"4e50676999968e1fdf0010dd","Nine Inch Nails","","The Perfect Drug [Aphrodite Remix]","377","","","","",""
"4e51b14999968e1fe2001f48","Oh Snap!!","Who Let the Douchebags In","Who Let the Douchebags In - J.Rabbit Remix","331","","","","spotify:track:2ALT5GeeOa4WUhwAdbAS3e",""
"4e40ad6299968e56a601016f","Distantt","","Backslap (Original Mix)","399","","","","",""
"4e51598599968e1ff8001a65","Calvin Harris","PnutButterJams.com","Flashback (Millions Like Us Remix)","281","","","","",""
"4e53ccfa99968e1ff4003a93","Unknown","","Untitled","251","","","","",""
"4e52e59199968e1fe8002e88","Tim Ismag ","","Tagil !!!","230","","","","spotify:track:4dPnFQNCYJhyF0fS4dVQfD",""
"4e32067899968e56980006f1","Phuckheads","","Breaking Mirrors","345","","","","",""
"4e5418a699968e1fe800403a","Stanton Warriors","Turn Me Up Some","Turn Me Up Some (Shockone Mix)","344","","","","spotify:track:7lHEtwqdczPmf8C1WlSQcV",""
"4e3fec5299968e569f00f17d","Zomboy","Game Time EP","Pirate Hooker","215","","","","spotify:track:1bRtSlXIiSO169p3W6yO13",""
"4e2c778299968e638500d739","Porter Robinson","The Wildcat","The Wildcat (Lazy Rich Remix)","377","","","","spotify:track:1nCpNRk841qwrb20wHHztW",""
"4de81b1b845daf4eb50001f6","Tasha Baxter, Feed Me","To The Stars","Strange Behaviour - Original Mix","295","","","","spotify:track:3WyXP15dqzhKtfcjqX1vsj",""
"4e4f84d399968e1fe5000815","Halo Nova","squittybubbler.com","Untitled","276","","","","",""
"4e53b03699968e1ff0003967","Sub Antix","squittybubbler.com","Sub Antix - Culture Shock","341","","","","spotify:track:0fGwbhMFpIGHODV5AWZEmN",""
"4e56527999968e1ff4006068","DWB","squittybubbler.com","DWB - AlphaKenny1 (Original Mix)","230","","","","",""
"4e5674a199968e1fe80061cd","The Electric Dream","","Mord Fustang (Charlie Darker Remix)","234","","","","",""
"4ddc2503845daf626d00018f","Doctor P","Sweet Shop DnB Mix / Bad VIP Mix","Sweet Shop - Friction, Camo And Krooked Drum And Bass Mix","282","","","","spotify:track:3OTeCbE7jdh0b6f9erM3YN",""
"4e5652bc99968e1ff400606a","Trentem?ller","squittybubbler.com","Trentem?ller - Moan (ENiGMA Dubz Remix)","308","","","","",""
"4e57a81199968e1fe50074ef","Morgan Page","","In The Dark (Torus Remix)","283","","","","",""
"4dff616a99968e01ee000cd7","Chrispy","Predator","Predator - Cyberoptix Remix","354","","","","spotify:track:6gB7Yakk1UNOXNQWuuRGPF",""
"4e4ee25a99968e481d00c17d","Klaypex","Loose Dirt","Lights","248","","","","spotify:track:2cG7sDULra6jpnInsll8ww",""
"4e0de56999968e51e900010f","Document One","this is FANATICAL","Breakdown","333","","","","spotify:track:6LBX7JZtJK1wBYjvTZJYag",""
"4e3fecf599968e56a000f179","Zomboy","Game Time EP","Dirty Disko","289","","","","",""
"4e093ddb99968e58ef00001b","Dubsidia","[PLAYTOO005]New Blood Of Dubstep Vol. 1","Kill Humans","292","","","","spotify:track:3RKFQ3oJ4ujLgkT86I0pd9",""
"4e0bb47599968e58ee0021ff","Benny Benassi","","Satisfaction (J. Rabbit Bootleg)","332","","","","",""
"4dd9f06be8a6c44deb00005c","Nero","Suicide Sundaes - Week 70","Innocence (Feed Me Remix)","390","","","","spotify:track:3GKs0sBEubbo9aEttJa51o",""
"4e3feca099968e56a600f2bb","Zomboy","Game Time EP","Organ Donor","233","","","","spotify:track:3cK4YbEVV2sxvcgSrl10bd",""
"4e12740e99968e75ef000555","16bit","Skullcrack","Skullcrack VIP","360","","","","",""
"4e43fba999968e48180011ca","Logam & TL","Degobah System","huggable panda (bonus track)","207","","","","",""
"4dfa246c99968e74f50001d9","Who Cares","Teenage Ego Trip Remixes","Lucky Larry (Samples Remix)","253","","","","spotify:track:546uhBjHKqHmDEomBYH4CK",""
"4e56528a99968e1fe8006039","DWB","squittybubbler.com","DWB - Refukulated (Original Mix)","207","","","","",""
"4e14602099968e75f80015ae","Messinian","","Aint Fuckin Round","229","","","","",""
"4e3708f799968e56a00057b2","Jonathan Gering","uDubstep.com","Ponies Eating People","379","","","","",""
"4e1486a699968e75fd0016ed","Halo Nova","","The Force","201","","","","spotify:track:0fpe72EoMsxUx8HtFN8bRs",""
"512056679f81f31ed7d77fea","Cyberoptix","Kong","Kong","231","GBKQU1013875","One For All Records","False","spotify:track:3QKca6rhjwiT5y7wf7fRuy","5055274065021"
"4df3ef2599968e24dd00061e","Excision, Downlink","Existence EP","Existence VIP - Original Mix","248","","","","",""
"4e694a1f99968e0d22031e74","Flux Pavilion","","Bass Cannon (Flufftronix Club Edit)","258","","","","",""
"4e678d1d99968e0d21021e10","Run Dmt","Madness EP","Madness - Original Mix","236","","","","",""
"4e69956799968e7598011478","Excision","squittybubbler.com","Excision - Subsonic (J.Nitrous Remix)","244","","","","",""
"4e4574c199968e4817002af7","Skeptiks","Cobwebs","Cobwebs","280","","","","spotify:track:7B3oAN4lbPsRLCwaj3qoHA",""
"4e32db1399968e56a3001633","Visualist","daftwho.com","Kerosene VIP","206","","","","",""
"4e56b3ea99968e1fe20066cf","Feed Me","www.freshnewtracks.com","Cott's Face - Original Mix","356","","","","spotify:track:7o7YVkk75yA0AtXse4hg6B",""
"4e24bd8a99968e6390001236","Tatu (Liquid Stranger remix)","Bootleg","Not Gonna Get Us","331","","","","",""
"4e6e2d4d99968e16d40003d4","Mr. Hudson, Excision, Datsik","X Rated","Jaguar (Original Mix)","205","","","","spotify:track:5HdTOsOv2UaAGQiX0psdXS",""
"4e6e2d4499968e16dc0003c1","Excision, Datsik","X Rated","Deviance (Original Mix)","272","","","","spotify:track:21NqVioImYOhb77WHi8QcI",""
"4e6e2d3899968e16db0003cf","Excision, Downlink","X Rated","Swerve (Original Mix)","322","","","","spotify:track:7M8hBK0bD8VJZRrf2Epy1V",""
"4e6e2f1299968e16d40003e0","Excision, Savvy","X Rated","Sleepless (Original Mix)","323","","","","spotify:track:7owpI9kPFpz7qjIBfNC8F9",""
"4e6e2d1899968e16d40003d0","Excision","X Rated","Ohhh Nooo (Original Mix)","294","","","","spotify:track:2H40AlZtYSEh7bNTxj7z12",""
"4e2ef78699968e3f1a000a03","Paris Burns","vacayvitamins.com","Rythym & Bass (Original Mix)","312","","","","",""
"4e4e94ba99968e480d00bad2","Subdue","Earthshrine","Skyline - Original Mix","255","","","","spotify:track:6EIGqp3dTMBmnrZlVRBHfd",""
"4e6f411a99968e5abd0005f2","Deadmau5","","Raise Your Weapon (Sluggo & Nerd Rage Remix)","307","","","","",""
"4ddf222b845daf51140004bf","Freestylers","Cracks","Cracks Feat. Belle Humble (Flux Pavilion Rmx)","280","","","","spotify:track:5OJ8hNTKYU2dCvdgnOarLU",""
"4e37487599968e5698005d0a","xKore","The Domination EP","Magnum","285","","","","spotify:track:3pIFV8sRDlXvoZk7Pz6Kru",""
"4e3a240099968e569800965f","Freeland","Cope Remixed [Album]","Rock On (Emalkay Remix)","244","","","","spotify:track:4mrCoGwjGm31tAKqPLpgIl",""
"4df2393d99968e54ca000b18","Dubsidia","","Ganja Monsta","283","","","","spotify:track:5fOAgqFWwjq7R2NeybKeg9",""
"4dfbdfed99968e67330005e9","Torqux & Twist","","Psychopath (Bassex Rmx)","295","","","","",""
"4e062ef799968e49e5000bd9","Torus","","Beautiful Death","240","","","","",""
"4e6e2d2f99968e16d40003d2","Excision","X Rated","Execute (Original Mix)","246","","","","spotify:track:2AwIVX47tgIm0Vca8OKjDp",""
"4dfcfc2f99968e672b000aaa","Product 01","Ready2Rage","Ready2Rage (Bassnectar & Jantsen Remix)","401","","","","",""
"4e0e9f4f99968e51d4000b6c","Skeptiks","","Under The Bed","340","","","","spotify:track:7B3oAN4lbPsRLCwaj3qoHA",""
"4e595e4599968e1fe2008bbb","Dynomyt","Mouse Pusher","Mouse Pusher (DJ Nato Remix)","349","","","","",""
"4e36fdb699968e56a80056e4","Zomboy","Game Time EP","Organ Donor","239","","","","spotify:track:3cK4YbEVV2sxvcgSrl10bd",""
"512050c09f81f31ed7d6b15f","Miike Snow","Miike Snow","Silvia (Roboberget Remix)","478","GBARL0901718","Downtown Records/Republic Records","False","spotify:track:0fFHjnqpSpV8XuWyCKf6XU","00602527393971"
"4e6e2d1499968e16db0003cd","Excision, Datsik","X Rated","8 Bit Superhero (Original Mix)","296","","","","spotify:track:1YZrtHcSPosCfp0UyBI2G7",""
"4e22dd3399968e0265002599","Spencer & Hill","Beatrocka","Beatrocka - High Rankin Remix","244","","","","spotify:track:4a6OAFR9rZ2Z2q7SscP3Cd",""
"4e733ebb99968e31e2000afe","Porter Robinson","this is FANATICAL","The Seconds feat. Jano (AT DAWN WE RAGE REMIX)","341","","","","",""
"4e733ef399968e31df000afe","J.Rabbit","http://www.mediacontender.com","I Am Toki (J.Rabbit Remix)","328","","","","",""
"4e733ed399968e31df000afa","J.Rabbit ","www.mediacontender.com","Mistadobalina (J.Rabbit Remix)","343","","","","",""
"4e6e2d2d99968e16e10003ae","Excision, Skism","X Rated","SEXisM (Original Mix)","253","","","","spotify:track:6qwPYm1rlWxHK6e3GDsZGx",""
"4e03804f99968e0f690004bb","JKrak","facebook.com/JKrakMusic","Quantum Immortality - facebook.com/JKrakMusic","256","","","","",""
"4e03968299968e0f6200070e","Vannin & kHoff","","Kryptonite","257","","","","",""
"4e7a4a5499968e31dc0048de","ill.Gates & Captain Hook","ill.Methodology Free Download","Open Your Eyes","321","","","","",""
"4e7b5cea99968e2e2a0001ac","Drop Goblin","","Stero Hearts (Tribute Drumstep Remix)","315","","","","",""
"4e7b592499968e2e3b000185","Cyberoptics","","Tie Fighter (Speshal Oh! Rmx)","241","","","","",""
"4e7b59ff99968e2e3b00018f","JKrak","facebook.com/JKrakMusic","Ride","273","","","","",""
"4e7cf00c99968e2e34001263","Unknown","","FIGURE - HEAVY METAL (DEMO)","219","","","","",""
"4e7cb2da99968e2e21000f23","Gemini","Graduation EP-(INSP003)-WEB","H.A.T.D","301","","","","spotify:track:0OUXPVTq9InkYoDCOJRGPR",""
"4e7a4a4799968e31e20048f5","ill.Gates & Captain Hook","The ill.Methodology Preview","Open Your Eyes (Bassnectar Remix)","288","","","","",""
"4e7cea1c99968e2e2a0011ee","Unknown","","Untitled","335","","","","",""
"4e7cec4b99968e2e2400124c","Unknown","","DOMINATE","199","","","","",""
"4e66acb099968e0d25019f52","Flux Pavilion","","Bass Cannon (ESI Remix)","287","","","","",""
"4e5965ed99968e1ff8008c3a","Addergebroed","Zodiac EP","Hexed","278","","","","",""
"4e59636c99968e1fdf008c00","Addergebroed","Zodiac EP","Science","244","","","","",""
"4e5edc9199968e1fe800cf61","Biometrix","4.5K","Steroids","288","","","","",""
"4e80d6a499968e2e240030bf","Squarzan","Darkness","Darkness - Mark Instinct Remix","273","","","","",""
"4e8c671c99968e58800031b7","Ellie Goulding","","Lights (Oscillator Z Remix)","324","","","","",""
"4e85579e99968e5881000566","Titus1","Drifting","Drifting (Mark Instinct Remix)","244","","","","",""
"4e52956599968e1ff400298b","Terravita","Dirty Rottun Scoundrels EP","Lords And Ladies (Original Mix)","282","","","","",""
"4ddbc2da845daf626d00000a","Tasha Baxter, Feed Me","Feed Me's Big Adventure","Cloudburn - Original Mix","319","","","","spotify:track:6LREpoj6P2sMJw50bJCb2m",""
"4e8be02899968e5875002f9a","Daytona Velasquez, Timeline (US)","Illuminate You","Illuminate You - Original Mix","284","","","","",""
"4e8bdfce99968e5881002f46","Arch Rival","Arch Rival - Daylight Assassins EP","Bite The Bullet - Original Mix","243","","","","",""
"4ea5a57c99968e1ea90059b4","GRiZ","thissongissick.com","Where Is The Love","373","","","","",""
"4e538c4d99968e1fdf003891","Dark Elixir","Headslung EP","Headslung - Original Mix","242","","","","spotify:track:2xvaKM5zHK6mktdxBZoQqg",""
"4ea8748999968e060c00062e","Tittsworth & Alvin Risk","","Pendejas JFK Edit","230","","","","",""
"4e1f2a4499968e3cbb001039","Run Dmt","Midnight EP","Midnight - Trowa Remix","281","","","","",""
"4e66d84999968e0d2d01b97c","Mantis","","The Spread","281","","","","spotify:track:12aD34N0TPSqImK9D3AcPu",""
"4ea8bef999968e061d0008f9","Kap Slap","","Shining Monsterquake (TURNTABLE HALLOWEEN EXCLUSIVE)","329","","","","",""
"4e678d8d99968e0d21021e55","Nuskulfunk","Nuskulfunk","Creep - Original Mix","343","","","","",""
"4deb062c845daf47fe0004ed","Gauntlet","this is FANATICAL","Mary","289","","","","spotify:track:6g83LdKSmA2hAPu8ZJD38k",""
"4e9cbb1699968e1eaf002121","URBAN ASSAULT","","HALLOWEEN","332","","","","",""
"4e93b56099968e6ecc0009e6","Figure","Monsters of Drumstep Vol 2 - Free DL","Michael Myers is Dead","282","","","","spotify:track:5iP049VWHfeC79TKUxqPtr",""
"512052f29f81f31ed7d6fbbc","The Qemists","Renegade","Renegade (The Qemists VIP)","301","GBCFB1000426","Ninja Tune","False","spotify:track:1Hn6tSoPeCKPqqOODgHP4y","5021392620190"
"4eb0375599968e08d20000ff","Evol Intent vs. Gein","The Sausage Party","Battle","339","","","","",""
"4eb0376a99968e08c00000f7","Evol Intent vs. Gein","The Sausage Party","Era Of Diversion (Gein & Black6 Remix)","347","","","","",""
"4dff625199968e01e9000cf6","Document One","Breakdown EP","New Danger - Original Mix","297","","","","",""
"4eb1d69e99968e08d6000cf8","Skrillex","Kill Everybody (Koan Sound Remix)","Kill Everybody (KOAN Sound Remix)","239","","","","",""
"4eb2d24399968e08bd0013ec","Duck Sauce","","Big Bad Wolf (Dada Life Remix)","314","","","","spotify:track:1RUo6x1RsweehrWQ1YGEzm",""
"4e3a2ae899968e569800972d","Marco V vs. Jens","Loops & Tings Relooped","Loops & Tings Relooped (Marco V Mix)","396","","","","spotify:track:2gxftO4dl4GJAMltZjvCIg",""
"4ea201f999968e1eac004604","The Bolivian Marching Affair","","Kriss Kross- Jump (TBMA Remix)","283","","","","",""
"4ddbc490845daf626d000013","Nadastrom","Pussy EP","Pussy - Original Mix","336","","","","",""
"4eb0374199968e08ce0000fe","Run DMT","Odd Number (Bare Remix) / Good To Go","Good To Go - Run DMT","272","","","","spotify:track:03LsaNITYhQ14DXd85C7Rs",""
"4eb4244d99968e08d7001d64","Samples","Racing Stripes","Racing Stripes (Original Mix)","189","","","","",""
"4eafa3bd99968e1e0d000252","Datsik","","Stand Still","279","","","","",""
"4e70a75499968e31500003db","Porter Robinson","","The State (Skism Remix)","323","","","","spotify:track:5p6OBDvMJxcmt9UK4WpFas",""
"4eb0378899968e08bd0000fe","Evol Intent vs. Gein","The Sausage Party","Know Your Enemy","332","","","","",""
"4e8bdffe99968e5878002f76","Kronic","Protohype","Protohype - Original Mix","288","","","","spotify:track:6PdGBfyD8kL0QeKCNV3Znd",""
"4ea5ede199968e3f78000080","Ephixa","","Division (Varien Remix)","258","","","","",""
"4e6e242599968e16ca000374","Quartus Saul","Angels & Albatrosses","Superheroes - Original Mix","295","","","","spotify:track:7i0tbSeYooSv1MDatprgxe",""
"4e48155f99968e480a0050b5","DJ Bucket Remix","","Any Given Dubstep (Al Pacino, Lil Jon, Hack The System)","187","","","","",""
"4e2e878a99968e3f020004e9","Gemini","Dubsteppin'","And You","292","","","","spotify:track:70cnxyr6OVRyBIqcAP1Kng",""
"512059e59f81f31ed7d7eaf2","Ajapai","Detected EP","Get Down Lay Down","295","GBSVH1099836","Rottun Recordings","False","spotify:track:5OcWslup11XzcKIbJLwnnX","5050909910561"
"4e7cd7e899968e2e2a0010ee","Figure","","BeetleJuice","264","","","","",""
"4e3fec7799968e569800f231","Zomboy","Game Time EP","Pump It Up","290","","","","spotify:track:7AursyzloqWOcgkxzLfuj0",""
"4eb2d52399968e08ce0013ef","Project 46","","Slide","424","","","","spotify:track:2ardWx8VdP53K0fthBHj70",""
"4de6b002845daf03e300085e","Ron van den Beuken","Timeless","Timeless [Ron van den Beuken Remix]","491","","","","spotify:track:3cK62RyLCP5oMLdEeQuHPi",""
"4e6e2fc499968e16e10003c3","Excision, Messinian","X Rated","X Rated (Original Mix)","265","","","","spotify:track:0wrWRmDKwfPrWzWZwBYsTM",""
"4ddff3b2845daf626d0007b5","JFK","Whiplash","Whiplash [Bad Habit Boys Mix]","490","","","","spotify:track:1dc6D0TEVijGvUkbWu9fEq",""
"512056379f81f31ed7d779ec","Meshuggah","Nuclear Blast Showdown Spring 2008","Bleed","443","DED830703548","Nuclear Blast GmbH","False","spotify:track:4E6wpXABj8XosZEPXZz2OK","884385595401"
"512052069f81f31ed7d6dd2f","White Zombie","Astro Creep: 2000 Songs Of Love, Destruction And Other Synthetic Delusions Of The Electric Head","More Human Than Human","269","USIR10312080","Geffen","False","spotify:track:4XuDArcmdqAfkbhOExGiZu","00602517469914"
"512054939f81f31ed7d73ed3","The Devil Wears Prada","With Roots Above And Branches Below","Dez Moines","243","US3H40912304","Ferret Music","False","spotify:track:05NRKMTDuXA5ehLLe0wtL0","828136012366"
