"fileid","artist","album","song","length","isrc","label","explicit","spotify_url","upc"
"51215d2a9f81f31ed7f281f2","fun.","Some Nights","One Foot","212","USAT21102001","Fueled By Ramen","False","spotify:track:7c6TRb4cvgHWVhTJDfRqth","075679968432"
"512053ea9f81f31ed7d72343","Rick Ross (feat. T-Pain)","Trilla","The Boss","226","USUM70764316","Universal/Island Def Jam","True","spotify:track:3n5qF6aprwEIjHWuH5jECM","00602517414266"
"5121a6039f81f31ed7f83042","Krewella","Play Hard EP","Alive","291","USQX91200826","Krewella Music LLC","False","spotify:track:2SHnUyZq0zwmvRIl4WY77G","886443490857"
"512051239f81f31ed7d6bd71","Rihanna","Music Of The Sun","Pon de Replay","247","USIR20500331","Universal/Island Def Jam","False","spotify:track:4TsmezEQVSZNNPv5RJ65Ov","00602498826164"
"512094129f81f31ed7df1580","Pitbull Featuring T-Pain, Sean Paul & Ludacris","Planet Pit (Deluxe Version)","Shake Senora Remix","252","USJAY1100101","Mr.305/Polo Grounds Music/J Records","False","spotify:track:43s0CIP1nrgUXCLyBmchYH","886443007178"
"51212c709f81f31ed7ee1c78","Gym Class Heroes","The Papercut Chronicles II","The Fighter (feat. Ryan Tedder)","229","USAT21102798","Decaydance/Fueled By Ramen","False","spotify:track:77ZdAoTHYoF6Umo76HFD4m","075679968418"
"512050879f81f31ed7d6aae8","Rick Astley","NDR 90,3 - Oldiehitparade","Never Gonna Give You Up (Clean-Version)","212","GBARL8700052","Ganser & Hanke Media","False","spotify:track:6JEK0CvvjDjjMUBFoXShNZ","0603877407226"
"512055349f81f31ed7d757dc","Zedd","The Legend Of Zelda","The Legend of Zelda","371","DEHK91135901","Bazooka","False","spotify:track:6sZmgTsyiF9ObnEniMISIc","4260148494444"
"5120507a9f81f31ed7d6a9a6","Kid Cudi","Man On The Moon: The End Of Day","Up Up & Away","227","USUM70981911","G.O.O.D./Dream On/Universal Records","True","spotify:track:1RUTIdTnFs8lHSc0Zr4UJB","00602527127521"
"512050c79f81f31ed7d6b22f","David Guetta - Rihanna","Who's That Chick","Who's That Chick ? (feat. Rihanna) [Single Version]","166","FRZID1000720","Parlophone France","False","spotify:track:3sQyQlEbhmxH7anwJqFDpw","5099994955958"
"512058e89f81f31ed7d7ccd0","Chris Brown feat. Big Sean & Timbaland","F.A.M.E. (Deluxe Version)","Paper, Scissors, Rock (Explicit Version)","224","USJI11100085","Jive","True","spotify:track:6KKBZSXqRMPxq98Mm1Nadf","884977997965"
"512059d59f81f31ed7d7e871","Bob Marley","Ultimate Reggae","Hammer","170","GBELT0804963","Black Cat Productions","False","spotify:track:6y2kUHtOj0G2AIZKPG5JT9","5051509009822"
"512056959f81f31ed7d78485","Slightly Stoopid","Chronchitis","Round the World","202","JMA271100633","Stoopid Records","False","spotify:track:0Lkyv6L8fZK2CqRM9GJzGM","0020286107026"
"5276b773eb35c14a45c2e260","Aligatoah","","willst du","307","","","","",""
"51209bf39f81f31ed7dff4b0","Wu-Tang Clan","Wu Tang Vs. Shaolin Masters","Eyes A Bleed (RZA Remix)","284","USA560825624","Wu Music Group","True","spotify:track:0oC7niR0afIZCqvVR2lS5D","885686593424"
"52545b2faaa5cd6042091d76","Avicci","","You Make Me","214","","","","",""
"5120fbab9f81f31ed7e985ea","Cobra Starship","Night Shades","#1Nite (One Night)","219","USAT21101732","Decaydance/Fueled By Ramen","False","spotify:track:2iObDtZHIKtZ15kLfhK2yw","075679967060"
"512052329f81f31ed7d6e27e","Jonathan Coulton","Best.  Concert.  Ever.","Ikea","186","USA6B0910302","What Are Records","False","spotify:track:0PKFxqitwIUovRX0apYehU","744626010325"
"512064899f81f31ed7d95acc","Scott Joplin","The Entertainer","The Entertainer","208","USSE90321747","SHOUT! FACTORY","False","spotify:track:2HTsE8f7oNYmG0zwUiaFbk","826663015522"
"527ece62aaa5cd580c1ba60f","Debs & Errol","Ctrl+Alt+Duets","A Virtual World","159","ushm91354437","Debs & Errol","False","spotify:track:1s448YasdOOcVO25zQI0gW","888174343853"
"5120509c9f81f31ed7d6acc1","Kevin Rudolf (feat. Birdman & Jay Sean & Lil Wayne)","To The Sky","I Made It (Cash Money Heroes)","250","USCM51000056","Cash Money/Republic Records","True","spotify:track:6H2wnX7ytNeCKERIVqCwgs","00602527397542"
"512050ea9f81f31ed7d6b68a","La Roux","Bulletproof","Bulletproof (Manhattan Clique remix radio)","208","GBUM70908389","Interscope","False","spotify:track:36GD0MfEddCO5VQTHXn4tZ","00602527147109"
"5133cd2f2e38177e8554b5d1","Maroon 5 (feat. Wiz Khalifa)","Payphone","Payphone","231","USUM71203347","A&M / Octone Records","True","spotify:track:5IWmU2PNimgYuTLddU2DRo","00602537027057"
"512050589f81f31ed7d6a529","Lupe Fiasco","Lasers","Out Of My Head (feat. Trey Songz)","204","USAT21100077","1st & 15th/Atlantic","False","spotify:track:4Nomj38R7Ds0P8I8orW2Tv","075679982346"
"5120782f9f81f31ed7dbe09b","Dj Hush","Megadance, Vol. 1","Dj Got Us Falling In Love","207","ITC941001055","The Saifam Group Digital","False","spotify:track:1GugFjCb4pAqPjLXpLQmH8","3661585521501"
"512141679f81f31ed7f00699","Flo Rida","Wild Ones","Wild Ones (feat. Sia)","234","USAT21104103","Poe Boy/Atlantic","False","spotify:track:5Z7ygHQo02SUrFmcgpwsKW","075679963611"
"5134e77d4fb0bb5e758dda68","Taylor Swift","NOW That's What I Call Music Vol. 40 (Deluxe Edition)","Love Story","235","USCJY0803275","Capitol Catalog","False","spotify:track:0kN3oXYWWAk1uC0y2WoyOE","5099967830657"
"512094039f81f31ed7df13b8","Pitbull","Planet Pit","International Love","229","USJAY1100015","Mr.305/Polo Grounds Music/J Records","False","spotify:track:62zFEHfAYl5kdHYOivj4BC","884977564495"
"512176439f81f31ed7f4b126","Pitbull","Back in Time","Back in Time (featured in ""Men In Black III"")","206","USRC11200227","Mr.305/Polo Grounds Music/J Records","False","spotify:track:7fmpKF0rLGPnP7kcQ5ZMm7","886443426269"
"512055e29f81f31ed7d77071","The Ready Set","Young Forever","Young Forever","204","USRE11100148","Sire/Reprise","False","spotify:track:0Q1O45DEOM66SRmEV631js","054391981127"
"512056229f81f31ed7d7773d","Shakira Feat. Pitbull","Sale El Sol","Rabiosa","172","USSD11000369","Sony Music Latin/Epic","False","spotify:track:0UGJsRE9T0r6sIMR3mQzUW","884977709599"
"51206d379f81f31ed7da7838","Le Loup","The Throne of the Third Heaven of the Nations' Millennium General Assembly","outside of this car, the end of the world","174","USHF30700203","Hardly Art","False","spotify:track:64YNTV3ICEEAz6NSFq67F1","098787300260"
"512050649f81f31ed7d6a64d","Jay Sean","2012","2012 (It Ain?t The End)","222","USCM51000517","Cash Money","False","spotify:track:1ERCOXHQcoLSTlgmNTlcrR","00602527486864"
"51eeb539cf683a039890415f","J.Rabbit","soundcloud.com/jrabbit","Tequila Remix","182","","","","",""
"4f2518a2c7d26c70ad003121","ABBA","The Complete Studio Recordings","Thank You for the Music (Doris","244","","","","spotify:track:6GNZIK2yxKa0gVnOPn5exV",""
